"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"skipped","Sun Mar 17 21:24:53 GMT 2024","Sun Mar 17 21:24:53 GMT 2024","0","Gradle suite","Gradle test","lms_tests.Tests_UI.login_tests.LoginTests","lms_tests.Tests_UI.login_tests.LoginTests","LOGIN_TEACHER_NOT_CONFIRMED_WITHOUT_ZOOM_ACCOUNT","LOGIN_TEACHER_NOT_CONFIRMED_WITHOUT_ZOOM_ACCOUNT",""
"skipped","Sun Mar 17 21:24:53 GMT 2024","Sun Mar 17 21:24:53 GMT 2024","0","Gradle suite","Gradle test","lms_tests.Tests_UI.login_tests.LoginTests","lms_tests.Tests_UI.login_tests.LoginTests","LOGIN_ADMIN_CONFIRMED_WITH_INVALID_ZOOM_ACCOUNT","LOGIN_ADMIN_CONFIRMED_WITH_INVALID_ZOOM_ACCOUNT",""
"skipped","Sun Mar 17 21:24:53 GMT 2024","Sun Mar 17 21:24:53 GMT 2024","0","Gradle suite","Gradle test","lms_tests.Tests_UI.login_tests.LoginTests","lms_tests.Tests_UI.login_tests.LoginTests","LOGIN_STUDENT_NOT_CONFIRMED_WITHOUT_PASS","LOGIN_STUDENT_NOT_CONFIRMED_WITHOUT_PASS",""
"skipped","Sun Mar 17 21:24:53 GMT 2024","Sun Mar 17 21:24:53 GMT 2024","4","Gradle suite","Gradle test","lms_tests.Tests_UI.login_tests.LoginTests","lms_tests.Tests_UI.login_tests.LoginTests","LOGIN_ADMIN_CONFIRMED_WITHOUT_ZOOM_ACCOUNT_WITHOUT_PASSWORD","LOGIN_ADMIN_CONFIRMED_WITHOUT_ZOOM_ACCOUNT_WITHOUT_PASSWORD",""
"skipped","Sun Mar 17 21:24:53 GMT 2024","Sun Mar 17 21:24:53 GMT 2024","0","Gradle suite","Gradle test","lms_tests.Tests_UI.login_tests.LoginTests","lms_tests.Tests_UI.login_tests.LoginTests","LOGIN_NON_EXISTENT_ACCOUNT","LOGIN_NON_EXISTENT_ACCOUNT",""
"skipped","Sun Mar 17 21:24:53 GMT 2024","Sun Mar 17 21:24:53 GMT 2024","1","Gradle suite","Gradle test","lms_tests.Tests_UI.login_tests.LoginTests","lms_tests.Tests_UI.login_tests.LoginTests","LOGIN_STUDENT_NOT_CONFIRMED_WITHOUT_EMAIL","LOGIN_STUDENT_NOT_CONFIRMED_WITHOUT_EMAIL",""
"skipped","Sun Mar 17 21:24:53 GMT 2024","Sun Mar 17 21:24:53 GMT 2024","0","Gradle suite","Gradle test","lms_tests.Tests_UI.login_tests.LoginTests","lms_tests.Tests_UI.login_tests.LoginTests","LOGIN_STUDENT_CONFIRMED_WITH_NAME_PASSWORD_BY_USERNAME_PASSWORD","LOGIN_STUDENT_CONFIRMED_WITH_NAME_PASSWORD_BY_USERNAME_PASSWORD",""
"skipped","Sun Mar 17 21:24:53 GMT 2024","Sun Mar 17 21:24:53 GMT 2024","0","Gradle suite","Gradle test","lms_tests.Tests_UI.login_tests.LoginTests","lms_tests.Tests_UI.login_tests.LoginTests","LOGIN_STUDENT_NOT_CONFIRMED_PRIMARY_COHORT_NONE","LOGIN_STUDENT_NOT_CONFIRMED_PRIMARY_COHORT_NONE",""
"skipped","Sun Mar 17 21:24:53 GMT 2024","Sun Mar 17 21:24:53 GMT 2024","1","Gradle suite","Gradle test","lms_tests.Tests_UI.login_tests.LoginTests","lms_tests.Tests_UI.login_tests.LoginTests","LOGIN_STUDENT_CONFIRMED_WITHOUT_PASS_PRIMARY_COHORT_4","LOGIN_STUDENT_CONFIRMED_WITHOUT_PASS_PRIMARY_COHORT_4",""
"skipped","Sun Mar 17 21:24:53 GMT 2024","Sun Mar 17 21:24:53 GMT 2024","1","Gradle suite","Gradle test","lms_tests.Tests_UI.login_tests.LoginTests","lms_tests.Tests_UI.login_tests.LoginTests","LOGIN_TEACHER_NOT_CONFIRMED_WITHOUT_ZOOM_ACCOUNT_WITHOUT_PASSWORD","LOGIN_TEACHER_NOT_CONFIRMED_WITHOUT_ZOOM_ACCOUNT_WITHOUT_PASSWORD",""
"broken","Sun Mar 17 21:24:53 GMT 2024","Sun Mar 17 21:24:53 GMT 2024","4","Gradle suite","Gradle test","lms_tests.BaseTest","lms_tests.BaseTest","setUp","setUp",""
"skipped","Sun Mar 17 21:24:53 GMT 2024","Sun Mar 17 21:24:53 GMT 2024","0","Gradle suite","Gradle test","lms_tests.Tests_UI.login_tests.LoginTests","lms_tests.Tests_UI.login_tests.LoginTests","LOGIN_TEACHER_CONFIRMED_WITH_VALID_ZOOM_ACCOUNT","LOGIN_TEACHER_CONFIRMED_WITH_VALID_ZOOM_ACCOUNT",""
"skipped","Sun Mar 17 21:24:53 GMT 2024","Sun Mar 17 21:24:53 GMT 2024","1","Gradle suite","Gradle test","lms_tests.Tests_UI.login_tests.LoginTests","lms_tests.Tests_UI.login_tests.LoginTests","LOGIN_TEACHER_CONFIRMED_WITHOUT_ZOOM_ACCOUNT","LOGIN_TEACHER_CONFIRMED_WITHOUT_ZOOM_ACCOUNT",""
"skipped","Sun Mar 17 21:24:53 GMT 2024","Sun Mar 17 21:24:53 GMT 2024","0","Gradle suite","Gradle test","lms_tests.Tests_UI.login_tests.LoginTests","lms_tests.Tests_UI.login_tests.LoginTests","LOGIN_TEACHER_CONFIRMED_WITH_INVALID_ZOOM_ACCOUNT","LOGIN_TEACHER_CONFIRMED_WITH_INVALID_ZOOM_ACCOUNT",""
"skipped","Sun Mar 17 21:24:53 GMT 2024","Sun Mar 17 21:24:53 GMT 2024","0","Gradle suite","Gradle test","lms_tests.Tests_UI.login_tests.LoginTests","lms_tests.Tests_UI.login_tests.LoginTests","LOGIN_STUDENT_NOT_CONFIRMED_PRIMARY_COHORT_5","LOGIN_STUDENT_NOT_CONFIRMED_PRIMARY_COHORT_5",""
"skipped","Sun Mar 17 21:24:53 GMT 2024","Sun Mar 17 21:24:53 GMT 2024","1","Gradle suite","Gradle test","lms_tests.Tests_UI.login_tests.LoginTests","lms_tests.Tests_UI.login_tests.LoginTests","LOGIN_STUDENT_CONFIRMED_PRIMARY_COHORT_1","LOGIN_STUDENT_CONFIRMED_PRIMARY_COHORT_1",""
"skipped","Sun Mar 17 21:24:53 GMT 2024","Sun Mar 17 21:24:53 GMT 2024","0","Gradle suite","Gradle test","lms_tests.Tests_UI.login_tests.LoginTests","lms_tests.Tests_UI.login_tests.LoginTests","LOGIN_STUDENT_CONFIRMED_WITHOUT_PASS_PRIMARY_COHORT_NONE","LOGIN_STUDENT_CONFIRMED_WITHOUT_PASS_PRIMARY_COHORT_NONE",""
"skipped","Sun Mar 17 21:24:53 GMT 2024","Sun Mar 17 21:24:53 GMT 2024","3","Gradle suite","Gradle test","lms_tests.Tests_UI.login_tests.LoginTests","lms_tests.Tests_UI.login_tests.LoginTests","LOGIN_ADMIN_NOT_CONFIRMED_WITH_INVALID_ZOOM_ACCOUNT","LOGIN_ADMIN_NOT_CONFIRMED_WITH_INVALID_ZOOM_ACCOUNT",""
"skipped","Sun Mar 17 21:24:53 GMT 2024","Sun Mar 17 21:24:53 GMT 2024","0","Gradle suite","Gradle test","lms_tests.Tests_UI.login_tests.LoginTests","lms_tests.Tests_UI.login_tests.LoginTests","LOGIN_TEACHER_NOT_CONFIRMED_WITH_INVALID_ZOOM_ACCOUNT","LOGIN_TEACHER_NOT_CONFIRMED_WITH_INVALID_ZOOM_ACCOUNT",""
"skipped","Sun Mar 17 21:24:53 GMT 2024","Sun Mar 17 21:24:53 GMT 2024","1","Gradle suite","Gradle test","lms_tests.Tests_UI.TempUITests","lms_tests.Tests_UI.TempUITests","fillManyTextBoxes","fillManyTextBoxes",""
"skipped","Sun Mar 17 21:24:53 GMT 2024","Sun Mar 17 21:24:53 GMT 2024","4","Gradle suite","Gradle test","lms_tests.Tests_UI.login_tests.LoginTests","lms_tests.Tests_UI.login_tests.LoginTests","LOGIN_ADMIN_CONFIRMED_WITHOUT_ZOOM_ACCOUNT","LOGIN_ADMIN_CONFIRMED_WITHOUT_ZOOM_ACCOUNT",""
"skipped","Sun Mar 17 21:24:53 GMT 2024","Sun Mar 17 21:24:53 GMT 2024","0","Gradle suite","Gradle test","lms_tests.Tests_UI.login_tests.LoginTests","lms_tests.Tests_UI.login_tests.LoginTests","LOGIN_STUDENT_CONFIRMED_PRIMARY_COHORT_NONE","LOGIN_STUDENT_CONFIRMED_PRIMARY_COHORT_NONE",""
